@relation prueba-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C21-Llast

@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute prev-distance-ghost1 numeric
@attribute prev-distance-ghost2 numeric
@attribute prev-distance-ghost3 numeric
@attribute prev-distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}
@attribute scoreN numeric
@attribute ghost1-livingN {True,False}
@attribute ghost2-livingN {True,False}
@attribute ghost3-livingN {True,False}
@attribute ghost4-livingN {True,False}
@attribute distance-ghost1N numeric
@attribute distance-ghost2N numeric
@attribute distance-ghost3N numeric
@attribute distance-ghost4N numeric
@attribute prev-distance-ghost1N numeric
@attribute prev-distance-ghost2N numeric
@attribute prev-distance-ghost3N numeric
@attribute prev-distance-ghost4N numeric
@attribute posXN numeric
@attribute posYN numeric
@attribute directionN {North,South,East,West,Stop}
@attribute wall-eastN {True,False}
@attribute wall-southN {True,False}
@attribute wall-westN {True,False}
@attribute wall-northN {True,False}
@attribute moveN {North,South,East,West,Stop}
@attribute fx numeric

@data
-14,True,True,True,True,17,16,12,10,15,15,12,11,16,11,North,False,False,True,True,West,-17,True,True,True,True,14,13,9,10,19,17,8,8,13,11,West,False,False,False,False,North,2.142857
-15,True,True,True,True,14,15,11,8,17,16,12,10,15,11,West,False,True,False,False,West,-18,True,True,True,True,14,13,6,0,14,13,9,10,13,12,North,True,False,True,False,North,2.17033
-16,True,True,True,True,19,17,8,8,14,15,11,8,14,11,West,False,True,False,True,West,-19,True,True,True,True,15,16,6,5,14,13,6,0,13,13,North,False,False,True,True,West,2.202381
-17,True,True,True,True,14,13,9,10,19,17,8,8,13,11,West,False,False,False,False,North,180,True,True,True,False,9,14,5,0,15,16,6,5,12,13,West,False,True,False,True,West,2.954545
-18,True,True,True,True,14,13,6,0,14,13,9,10,13,12,North,True,False,True,False,North,179,True,True,True,False,12,17,2,0,9,14,5,0,11,13,West,False,True,False,True,West,4.650538
-19,True,True,True,True,15,16,6,5,14,13,6,0,13,13,North,False,False,True,True,West,178,True,True,True,False,14,15,0,0,12,17,2,0,10,13,West,False,False,False,True,West,13.055556
179,True,True,True,False,12,17,2,0,9,14,5,0,11,13,West,False,True,False,True,West,376,True,True,False,False,8,15,0,0,12,16,0,0,8,13,West,False,True,False,True,West,2.0625
178,True,True,True,False,14,15,0,0,12,17,2,0,10,13,West,False,False,False,True,West,375,True,True,False,False,4,15,0,0,8,15,0,0,7,13,West,False,True,False,True,West,2.638889
377,True,True,False,False,12,16,0,0,14,15,0,0,9,13,West,False,False,False,True,West,374,True,True,False,False,7,11,0,0,4,15,0,0,6,13,West,True,False,False,True,South,2.671569
376,True,True,False,False,8,15,0,0,12,16,0,0,8,13,West,False,True,False,True,West,373,True,True,False,False,5,11,0,0,7,11,0,0,6,12,South,True,False,True,False,South,2.75
375,True,True,False,False,4,15,0,0,8,15,0,0,7,13,West,False,True,False,True,West,372,True,True,False,False,7,2,0,0,5,11,0,0,6,11,South,False,False,False,False,South,2.797619
374,True,True,False,False,7,11,0,0,4,15,0,0,6,13,West,True,False,False,True,South,371,True,True,False,False,4,7,0,0,7,2,0,0,6,10,South,True,False,True,False,South,3.269231
373,True,True,False,False,5,11,0,0,7,11,0,0,6,12,South,True,False,True,False,South,370,True,True,False,False,6,6,0,0,4,7,0,0,6,9,South,False,False,False,False,West,4.034091
372,True,True,False,False,7,2,0,0,5,11,0,0,6,11,South,False,False,False,False,South,369,True,True,False,False,0,6,0,0,6,6,0,0,5,9,West,False,False,False,True,West,5.277778
371,True,True,False,False,4,7,0,0,7,2,0,0,6,10,South,True,False,True,False,South,368,True,True,False,False,1,3,0,0,0,6,0,0,4,9,West,False,False,False,True,West,7.916667
370,True,True,False,False,6,6,0,0,4,7,0,0,6,9,South,False,False,False,False,West,367,True,True,False,False,3,3,0,0,1,3,0,0,3,9,West,False,False,False,False,West,15.833333
369,True,True,False,False,0,6,0,0,6,6,0,0,5,9,West,False,False,False,True,West,566,False,True,False,False,0,1,0,0,3,3,0,0,2,9,West,False,True,False,True,West,17.5
-2,True,True,True,True,27,22,18,21,28,23,19,21,18,3,Stop,False,True,True,False,West,-5,True,True,True,True,23,22,19,19,21,30,19,20,15,3,West,True,True,False,False,North,0.670455
-3,True,True,True,True,24,24,21,24,27,22,18,21,17,3,West,False,True,False,True,West,-6,True,True,True,True,24,21,19,16,23,22,19,19,15,4,North,True,False,True,False,North,0.676471
-4,True,True,True,True,21,30,19,20,24,24,21,24,16,3,West,False,True,False,True,West,-7,True,True,True,True,20,20,18,14,24,21,19,16,15,5,North,True,False,False,False,East,0.701556
-5,True,True,True,True,23,22,19,19,21,30,19,20,15,3,West,True,True,False,False,North,-8,True,True,True,True,23,22,18,19,20,20,18,14,16,5,East,False,True,True,False,North,0.762987
-6,True,True,True,True,24,21,19,16,23,22,19,19,15,4,North,True,False,True,False,North,-9,True,True,True,True,21,20,16,17,23,22,18,19,16,6,North,False,False,True,False,North,0.795238
-7,True,True,True,True,20,20,18,14,24,21,19,16,15,5,North,True,False,False,False,East,-10,True,True,True,True,18,18,17,13,21,20,16,17,16,7,North,False,False,True,False,North,0.803571
-8,True,True,True,True,23,22,18,19,20,20,18,14,16,5,East,False,True,True,False,North,-11,True,True,True,True,18,17,15,17,18,18,17,13,16,8,North,False,False,True,False,North,0.885167
-9,True,True,True,True,21,20,16,17,23,22,18,19,16,6,North,False,False,True,False,North,-12,True,True,True,True,16,16,12,14,18,17,15,17,16,9,North,False,False,False,False,North,0.928819
-10,True,True,True,True,18,18,17,13,21,20,16,17,16,7,North,False,False,True,False,North,-13,True,True,True,True,18,16,13,14,16,16,12,14,16,10,North,True,False,True,False,North,0.940346
-11,True,True,True,True,18,17,15,17,18,18,17,13,16,8,North,False,False,True,False,North,-14,True,True,True,True,13,19,14,11,18,16,13,14,16,11,North,False,False,True,True,West,0.948682
-12,True,True,True,True,16,16,12,14,18,17,15,17,16,9,North,False,False,False,False,North,-15,True,True,True,True,13,14,9,9,13,19,14,11,15,11,West,False,True,False,False,West,1.008021
-13,True,True,True,True,18,16,13,14,16,16,12,14,16,10,North,True,False,True,False,North,-16,True,True,True,True,10,16,12,9,13,14,9,9,14,11,West,False,True,False,True,West,1.116352
-14,True,True,True,True,13,19,14,11,18,16,13,14,16,11,North,False,False,True,True,West,-17,True,True,True,True,8,13,12,11,10,16,12,9,13,11,West,False,False,False,False,North,1.274038
-15,True,True,True,True,13,14,9,9,13,19,14,11,15,11,West,False,True,False,False,West,-18,True,True,True,True,13,16,12,7,8,13,12,11,13,12,North,True,False,True,False,North,1.485201
-16,True,True,True,True,10,16,12,9,13,14,9,9,14,11,West,False,True,False,True,West,-19,True,True,True,True,14,14,13,8,13,16,12,7,13,13,North,False,False,True,True,West,1.763889
-17,True,True,True,True,8,13,12,11,10,16,12,9,13,11,West,False,False,False,False,North,-20,True,True,True,True,10,13,12,7,14,14,13,8,12,13,West,False,True,False,True,West,1.805556
-18,True,True,True,True,13,16,12,7,8,13,12,11,13,12,North,True,False,True,False,North,-21,True,True,True,True,8,12,12,7,10,13,12,7,11,13,West,False,True,False,True,West,1.830065
-19,True,True,True,True,14,14,13,8,13,16,12,7,13,13,North,False,False,True,True,West,-22,True,True,True,True,5,8,10,7,8,12,12,7,10,13,West,False,False,False,True,West,2.321429
-20,True,True,True,True,10,13,12,7,14,14,13,8,12,13,West,False,True,False,True,West,-23,True,True,True,True,6,3,9,5,5,8,10,7,9,13,West,False,False,False,True,West,3.125
-21,True,True,True,True,8,12,12,7,10,13,12,7,11,13,West,False,True,False,True,West,-24,True,True,True,True,4,5,7,0,6,3,9,5,8,13,West,False,True,False,True,West,3.181818
-22,True,True,True,True,5,8,10,7,8,12,12,7,10,13,West,False,False,False,True,West,-25,True,True,True,True,2,5,4,1,4,5,7,0,7,13,West,False,True,False,True,West,5.104167
-23,True,True,True,True,6,3,9,5,5,8,10,7,9,13,West,False,False,False,True,West,174,True,True,True,False,8,5,7,0,2,5,4,1,6,13,West,True,False,False,True,South,5.166667
-24,True,True,True,True,4,5,7,0,6,3,9,5,8,13,West,False,True,False,True,West,173,True,True,True,False,0,8,4,0,8,5,7,0,6,12,South,True,False,True,False,South,7.321429
-25,True,True,True,True,2,5,4,1,4,5,7,0,7,13,West,False,True,False,True,West,172,True,True,True,False,1,5,3,0,0,8,4,0,6,11,South,False,False,False,False,East,14.166667
173,True,True,True,False,0,8,4,0,8,5,7,0,6,12,South,True,False,True,False,South,370,False,True,True,False,0,4,2,0,0,6,4,0,6,11,West,False,False,False,False,West,4.125
172,True,True,True,False,1,5,3,0,0,8,4,0,6,11,South,False,False,False,False,East,369,False,True,True,False,0,6,2,0,0,4,2,0,5,11,West,False,True,False,True,West,4.125
371,False,True,True,False,0,6,4,0,1,5,3,0,7,11,East,False,True,True,True,West,368,False,True,True,False,0,4,2,0,0,6,2,0,4,11,West,False,True,False,False,West,4.375
368,False,True,True,False,0,4,2,0,0,6,2,0,4,11,West,False,True,False,False,West,365,False,True,True,False,0,8,1,0,0,0,4,0,3,9,South,False,False,False,False,South,7.678571
364,False,True,True,False,0,6,2,0,0,8,1,0,3,8,South,True,False,False,False,South,361,False,True,True,False,0,7,1,0,0,8,0,0,4,6,East,False,False,False,False,North,13.611111
362,False,True,True,False,0,8,0,0,0,4,3,0,3,6,South,True,False,False,False,East,559,False,True,False,False,0,7,0,0,0,8,0,0,4,8,North,False,False,False,False,North,2.5
361,False,True,True,False,0,7,1,0,0,8,0,0,4,6,East,False,False,False,False,North,558,False,True,False,False,0,6,0,0,0,7,0,0,4,9,North,False,False,False,True,West,2.5
560,False,True,False,False,0,8,0,0,0,7,1,0,4,7,North,False,False,False,False,North,557,False,True,False,False,0,7,0,0,0,6,0,0,3,9,West,False,False,False,False,West,3.5
559,False,True,False,False,0,7,0,0,0,8,0,0,4,8,North,False,False,False,False,North,556,False,True,False,False,0,0,0,0,0,7,0,0,2,9,West,False,True,False,True,West,4.375
558,False,True,False,False,0,6,0,0,0,7,0,0,4,9,North,False,False,False,True,West,555,False,True,False,False,0,3,0,0,0,0,0,0,1,9,West,True,False,False,False,North,5.833333
557,False,True,False,False,0,7,0,0,0,6,0,0,3,9,West,False,False,False,False,West,554,False,True,False,False,0,2,0,0,0,3,0,0,1,10,North,True,False,True,False,North,17.5
-2,True,True,True,True,23,23,25,28,20,23,27,26,1,3,Stop,True,True,False,False,East,-5,True,True,True,True,18,19,21,22,19,20,27,26,4,3,East,False,True,True,False,North,0.944444
-3,True,True,True,True,21,20,24,20,23,23,25,28,2,3,East,False,True,False,True,East,-6,True,True,True,True,17,17,22,23,18,19,21,22,4,4,North,True,False,True,False,North,0.993915
-4,True,True,True,True,19,20,27,26,21,20,24,20,3,3,East,False,True,False,True,East,-7,True,True,True,True,16,17,22,25,17,17,22,23,4,5,North,False,False,False,False,North,1.049107
-6,True,True,True,True,17,17,22,23,18,19,21,22,4,4,North,True,False,True,False,North,-9,True,True,True,True,15,18,17,21,15,18,21,21,5,6,East,False,False,False,False,South,0.985294
-7,True,True,True,True,16,17,22,25,17,17,22,23,4,5,North,False,False,False,False,North,-10,True,True,True,True,17,20,18,20,15,18,17,21,5,5,South,False,True,False,False,East,0.993915
-8,True,True,True,True,15,18,21,21,16,17,22,25,4,6,North,False,False,False,False,East,-11,True,True,True,True,14,16,20,14,17,20,18,20,6,5,East,False,False,False,False,East,1.116352
-9,True,True,True,True,15,18,17,21,15,18,21,21,5,6,East,False,False,False,False,South,-12,True,True,True,True,11,16,19,16,14,16,20,14,7,5,East,False,True,False,True,East,1.192857
-10,True,True,True,True,17,20,18,20,15,18,17,21,5,5,South,False,True,False,False,East,-13,True,True,True,True,14,18,18,19,11,16,19,16,8,5,East,False,True,False,False,East,1.360816
-11,True,True,True,True,14,16,20,14,17,20,18,20,6,5,East,False,False,False,False,East,-14,True,True,True,True,10,15,18,16,14,18,18,19,9,5,East,False,True,False,True,East,1.615854
-12,True,True,True,True,11,16,19,16,14,16,20,14,7,5,East,False,True,False,True,East,-15,True,True,True,True,14,16,15,16,10,15,18,16,10,5,East,False,True,False,True,East,1.773504
-13,True,True,True,True,14,18,18,19,11,16,19,16,8,5,East,False,True,False,False,East,-16,True,True,True,True,12,14,13,14,14,16,15,16,11,5,East,False,True,False,True,East,1.783626
-14,True,True,True,True,10,15,18,16,14,18,18,19,9,5,East,False,True,False,True,East,-17,True,True,True,True,7,14,14,13,12,14,13,14,12,5,East,False,True,False,True,East,1.805556
-15,True,True,True,True,14,16,15,16,10,15,18,16,10,5,East,False,True,False,True,East,-18,True,True,True,True,8,12,12,12,7,14,14,13,13,5,East,False,False,True,False,North,2.254464
-16,True,True,True,True,12,14,13,14,14,16,15,16,11,5,East,False,True,False,True,East,-19,True,True,True,True,7,12,13,12,8,12,12,12,13,6,North,True,False,True,False,North,2.254464
-17,True,True,True,True,7,14,14,13,12,14,13,14,12,5,East,False,True,False,True,East,-20,True,True,True,True,6,11,11,9,7,12,13,12,13,7,North,True,False,True,False,North,2.269585
-18,True,True,True,True,8,12,12,12,7,14,14,13,13,5,East,False,False,True,False,North,-21,True,True,True,True,5,10,9,8,6,11,11,9,13,8,North,True,False,True,False,North,2.619048
-19,True,True,True,True,7,12,13,12,8,12,12,12,13,6,North,True,False,True,False,North,-22,True,True,True,True,4,7,5,8,5,10,9,8,13,9,North,True,False,True,False,North,2.638889
-20,True,True,True,True,6,11,11,9,7,12,13,12,13,7,North,True,False,True,False,North,-23,True,True,True,True,4,7,5,7,4,7,5,8,13,10,North,True,False,True,False,North,2.708333
-21,True,True,True,True,5,10,9,8,6,11,11,9,13,8,North,True,False,True,False,North,-24,True,True,True,True,4,8,5,0,4,7,5,7,13,11,North,False,False,False,False,East,3.875
-22,True,True,True,True,4,7,5,8,5,10,9,8,13,9,North,True,False,True,False,North,-25,True,True,True,True,1,6,3,0,4,8,5,0,14,11,East,False,True,False,True,East,7.1875
-23,True,True,True,True,4,7,5,7,4,7,5,8,13,10,North,True,False,True,False,North,-26,True,True,True,True,3,6,6,5,1,6,3,0,15,11,East,False,True,False,False,East,7.403846
-25,True,True,True,True,1,6,3,0,4,8,5,0,14,11,East,False,True,False,True,East,172,False,True,True,True,0,4,5,4,0,8,3,7,16,10,South,True,False,True,False,South,3.409091
-26,True,True,True,True,3,6,6,5,1,6,3,0,15,11,East,False,True,False,False,East,171,False,True,True,True,0,7,6,4,0,4,5,4,16,9,South,False,False,False,False,East,4.125
173,False,True,True,True,0,8,3,7,3,6,6,5,16,11,East,False,False,True,True,South,170,False,True,True,True,0,6,5,3,0,7,6,4,17,9,East,False,True,False,True,East,4.125
172,False,True,True,True,0,4,5,4,0,8,3,7,16,10,South,True,False,True,False,South,169,False,True,True,True,0,1,3,4,0,6,5,3,18,9,East,False,False,True,False,North,5.595238
171,False,True,True,True,0,7,6,4,0,4,5,4,16,9,South,False,False,False,False,East,168,False,True,True,True,0,2,0,0,0,1,3,4,18,10,North,True,False,True,False,North,15.833333
-2,True,True,True,True,22,21,26,23,19,19,25,23,2,13,Stop,False,True,False,True,East,-5,True,True,True,True,15,21,23,23,17,19,23,24,4,12,South,True,False,True,False,South,1.071429
-3,True,True,True,True,20,18,24,22,22,21,26,23,3,13,East,False,True,False,True,East,-6,True,True,True,True,14,15,16,19,15,21,23,23,4,11,South,False,True,False,False,East,1.220159
-4,True,True,True,True,17,19,23,24,20,18,24,22,4,13,East,False,False,True,True,South,-7,True,True,True,True,13,12,20,21,14,15,16,19,5,11,East,False,True,False,True,East,1.309524
-5,True,True,True,True,15,21,23,23,17,19,23,24,4,12,South,True,False,True,False,South,-8,True,True,True,True,10,11,20,20,13,12,20,21,6,11,East,False,False,False,False,South,1.414141
-6,True,True,True,True,14,15,16,19,15,21,23,23,4,11,South,False,True,False,False,East,-9,True,True,True,True,6,12,19,18,10,11,20,20,6,10,South,True,False,True,False,South,1.527778
-8,True,True,True,True,10,11,20,20,13,12,20,21,6,11,East,False,False,False,False,South,-11,True,True,True,True,7,9,15,15,12,9,20,11,6,8,South,False,False,True,False,South,1.656746
-9,True,True,True,True,6,12,19,18,10,11,20,20,6,10,South,True,False,True,False,South,-12,True,True,True,True,8,11,15,19,7,9,15,15,6,7,South,False,False,True,False,South,1.835227
-10,True,True,True,True,12,9,20,11,6,12,19,18,6,9,South,False,False,False,False,South,-13,True,True,True,True,7,9,13,11,8,11,15,19,6,6,South,False,False,True,False,South,2.371795
-11,True,True,True,True,7,9,15,15,12,9,20,11,6,8,South,False,False,True,False,South,-14,True,True,True,True,3,13,12,10,7,9,13,11,6,5,South,False,False,False,False,South,2.383333
-12,True,True,True,True,8,11,15,19,7,9,15,15,6,7,South,False,False,True,False,South,-15,True,True,True,True,3,15,12,13,3,13,12,10,6,4,South,True,False,True,False,South,3.413462
-14,True,True,True,True,3,13,12,10,7,9,13,11,6,5,South,False,False,False,False,South,-17,True,True,True,True,2,13,12,14,4,13,11,13,7,3,East,False,True,False,True,East,6.533019
-16,True,True,True,True,4,13,11,13,3,15,12,13,6,3,South,True,True,False,False,East,181,False,True,True,True,0,7,9,12,0,10,11,14,9,3,East,False,True,False,True,East,0.847222
-17,True,True,True,True,2,13,12,14,4,13,11,13,7,3,East,False,True,False,True,East,180,False,True,True,True,0,8,4,9,0,7,9,12,10,3,East,False,True,False,True,East,0.852273
182,False,True,True,True,0,10,11,14,2,13,12,14,8,3,East,False,True,False,True,East,179,False,True,True,True,0,8,13,8,0,8,4,9,11,3,East,False,True,False,True,East,0.938347
181,False,True,True,True,0,7,9,12,0,10,11,14,9,3,East,False,True,False,True,East,178,False,True,True,True,0,5,5,10,0,8,13,8,12,3,East,False,True,False,True,East,0.944444
180,False,True,True,True,0,8,4,9,0,7,9,12,10,3,East,False,True,False,True,East,177,False,True,True,True,0,4,4,3,0,5,5,10,13,3,East,False,True,True,False,North,0.991704
179,False,True,True,True,0,8,13,8,0,8,4,9,11,3,East,False,True,False,True,East,176,False,True,True,True,0,5,0,5,0,4,4,3,13,4,North,True,False,True,False,North,1.059028
178,False,True,True,True,0,5,5,10,0,8,13,8,12,3,East,False,True,False,True,East,175,False,True,True,True,0,3,7,5,0,5,0,5,13,5,North,False,False,True,False,North,1.119048
177,False,True,True,True,0,4,4,3,0,5,5,10,13,3,East,False,True,True,False,North,174,False,True,True,True,0,5,9,5,0,3,7,5,13,6,North,True,False,True,False,North,1.136364
176,False,True,True,True,0,5,0,5,0,4,4,3,13,4,North,True,False,True,False,North,173,False,True,True,True,0,3,9,7,0,5,9,5,13,7,North,True,False,True,False,North,1.215438
175,False,True,True,True,0,3,7,5,0,5,0,5,13,5,North,False,False,True,False,North,172,False,True,True,True,0,6,9,7,0,3,9,7,13,8,North,True,False,True,False,North,1.386494
174,False,True,True,True,0,5,9,5,0,3,7,5,13,6,North,True,False,True,False,North,171,False,True,True,True,0,7,9,2,0,6,9,7,13,9,North,True,False,True,False,North,1.65
173,False,True,True,True,0,3,9,7,0,5,9,5,13,7,North,True,False,True,False,North,170,False,True,True,True,0,8,14,9,0,7,9,2,13,10,North,True,False,True,False,North,1.805556
172,False,True,True,True,0,6,9,7,0,3,9,7,13,8,North,True,False,True,False,North,169,False,True,True,True,0,7,12,10,0,8,14,9,13,11,North,False,False,False,False,East,1.843434
171,False,True,True,True,0,7,9,2,0,6,9,7,13,9,North,True,False,True,False,North,168,False,True,True,True,0,7,15,9,0,7,12,10,14,11,East,False,True,False,True,East,1.843434
170,False,True,True,True,0,8,14,9,0,7,9,2,13,10,North,True,False,True,False,North,167,False,True,True,True,0,5,6,7,0,7,15,9,15,11,East,False,True,False,False,East,2.088816
169,False,True,True,True,0,7,12,10,0,8,14,9,13,11,North,False,False,False,False,East,166,False,True,True,True,0,6,8,9,0,5,6,7,16,11,East,False,False,True,True,South,2.708333
168,False,True,True,True,0,7,15,9,0,7,12,10,14,11,East,False,True,False,True,East,165,False,True,True,True,0,6,9,9,0,6,8,9,16,10,South,True,False,True,False,South,3.839286
167,False,True,True,True,0,5,6,7,0,7,15,9,15,11,East,False,True,False,False,East,164,False,True,True,True,0,3,4,9,0,6,9,9,16,9,South,False,False,False,False,South,5.075758
166,False,True,True,True,0,6,8,9,0,5,6,7,16,11,East,False,False,True,True,South,163,False,True,True,True,0,0,8,5,0,3,4,9,16,8,South,False,False,True,False,South,13.611111
164,False,True,True,True,0,3,4,9,0,6,9,9,16,9,South,False,False,False,False,South,361,False,False,True,True,0,0,9,7,0,0,4,7,15,7,West,True,False,False,False,South,2.916667
163,False,True,True,True,0,0,8,5,0,3,4,9,16,8,South,False,False,True,False,South,360,False,False,True,True,0,0,4,4,0,0,9,7,15,6,South,True,False,False,False,South,3.5
